episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
15,32.0,8.880210143856605,5.936870181876504,-73.69062209456949,-30.0,3.7080153961510085,[-30.0, 3.7080153961510085],1.003,False,True,6.691284131218711,164,60.1771198586739,239.666,in_progress,0.0
15,33.0,8.881747240496841,5.70950612669186,-88.78471126299404,27.084630967364227,3.123095128796524,[27.084630967364227, 3.123095128796524],1.003,False,True,7.091268821222096,165,60.1771198586739,239.724,in_progress,0.0
15,34.0,8.871510108815967,5.5612015452834065,-97.91834911806706,-28.919323595900988,2.7751456576110316,[-28.919323595900988, 2.7751456576110316],1.003,False,True,7.333575599111897,166,60.1771198586739,239.81,in_progress,0.0
15,35.0,8.873151917318086,5.481274874502235,-100.13973246294188,27.90133510167494,1.9115994851101563,[27.90133510167494, 1.9115994851101563],1.003,False,True,7.465670360903875,166,60.1771198586739,239.871,in_progress,0.0
15,36.0,8.873196699598811,5.143520429411122,-104.70168289980943,30.0,1.25,[30.0, 1.25],1.003,False,True,8.121250111794787,167,60.1771198586739,239.956,in_progress,0.0
15,37.0,8.883390436550998,4.996327438496469,-102.35744551242581,-25.00161831037879,3.609884085578615,[-25.00161831037879, 3.609884085578615],1.003,False,True,8.359437311883344,168,60.1771198586739,240.023,in_progress,0.0
15,38.0,8.892588524414643,4.915864036325112,-98.45358639613215,-11.106017271937159,2.7223865812934993,[-11.106017271937159, 2.7223865812934993],1.003,False,True,8.541889490679544,168,60.1771198586739,240.062,in_progress,0.0
15,39.0,8.890845832728084,4.779698621379847,-95.10023170465874,-6.912767559520951,1.25,[-6.912767559520951, 1.25],1.003,False,True,8.74978573673073,169,60.1771198586739,240.126,in_progress,0.0
15,40.0,8.871830054384507,4.624509185634528,-95.93678798576178,-27.565981613099034,1.6448071426471995,[-27.565981613099034, 1.6448071426471995],1.202,False,True,9.000045979131455,169,60.1771198586739,240.199,in_progress,0.0
15,41.0,8.85239217319215,4.518545223586557,-97.68497237025197,-4.2977068964673535,4.0,[-4.2977068964673535, 4.0],1.003,False,True,9.172198301403611,169,60.1771198586739,240.289,in_progress,0.0
15,42.0,8.78589627146782,4.282491636768345,-103.69662195108434,7.059810079148576,4.0,[7.059810079148576, 4.0],1.003,False,True,9.572453142539782,170,60.1771198586739,240.371,in_progress,0.0
15,43.0,8.751395346529222,4.17741057949024,-105.69046648667346,-30.0,4.0,[-30.0, 4.0],1.003,False,True,9.754278342868094,171,60.1771198586739,240.472,in_progress,0.0
15,44.0,8.68353997667452,3.9958778051274915,-109.00371265263234,-4.73831930095999,3.3013901510062786,[-4.73831930095999, 3.3013901510062786],1.003,False,True,10.074598235643528,171,60.1771198586739,240.63,in_progress,0.0
15,45.0,8.472055073078257,3.6278686357086816,-120.46638592118468,25.151074357612288,3.8873127373467637,[25.151074357612288, 3.8873127373467637],1.003,False,True,10.779190080085154,173,60.1771198586739,240.651,in_progress,0.0
15,46.0,8.336975165641565,3.4122561345929427,-121.99504312244119,-5.879533123868811,4.0,[-5.879533123868811, 4.0],1.003,False,True,11.200298703164535,173,60.1771198586739,240.732,in_progress,0.0
15,47.0,8.180445116106966,3.1501441265645655,-121.65014992526686,30.0,1.8953385595041448,[30.0, 1.8953385595041448],1.003,False,True,11.705726524892468,174,60.1771198586739,240.831,in_progress,0.0
15,48.0,8.11314245404308,3.0530254824166017,-123.51259126479793,30.0,1.8459541780873412,[30.0, 1.8459541780873412],1.202,False,True,11.899278411485225,175,60.1771198586739,240.879,in_progress,0.0
15,49.0,7.999483805066196,2.877587295106121,-123.82351848563655,30.0,1.3239319475849904,[30.0, 1.3239319475849904],1.202,False,True,12.239428312668155,175,60.1771198586739,240.932,in_progress,0.0
15,50.0,7.9342397802647735,2.7687109443452385,-122.55317932242913,28.997487839705563,2.6875560501024474,[28.997487839705563, 2.6875560501024474],1.202,False,True,12.44793897438623,176,60.1771198586739,241.015,in_progress,0.0
15,51.0,7.8475731692419775,2.6164730483584346,-120.84272256872454,28.607968394358664,1.5004951662251305,[28.607968394358664, 1.5004951662251305],1.202,False,True,12.675520821924335,176,60.1771198586739,241.055,in_progress,0.0
15,52.0,7.778613944466421,2.4756539091635528,-118.22584602712115,24.589335709476224,1.5004313152354607,[24.589335709476224, 1.5004313152354607],1.202,False,True,12.916992362196034,177,60.1771198586739,241.153,in_progress,0.0
15,53.0,7.69186925231973,2.266901395795812,-114.28583034653838,16.65915997540339,3.264532658388069,[16.65915997540339, 3.264532658388069],1.202,False,True,13.246054981697453,178,60.1771198586739,241.192,in_progress,0.0
15,54.0,7.641873583800713,2.1002568868944516,-109.64460344664933,30.0,2.6775520222465716,[30.0, 2.6775520222465716],1.202,False,True,13.515586057820862,178,60.1771198586739,241.285,in_progress,0.0
15,55.0,7.620637129563659,1.9827695938228194,-105.2478414828875,30.0,4.0,[30.0, 4.0],1.202,False,True,13.710635290578455,178,60.1771198586739,241.318,in_progress,0.0
15,56.0,7.6083058897001745,1.8620120611377189,-100.5132728645978,30.0,1.356589977762195,[30.0, 1.356589977762195],1.202,False,True,13.911195937178157,179,60.1771198586739,241.481,in_progress,0.0
15,57.0,7.615357757664483,1.5606623654013925,-86.44167401852992,4.6221479084831145,1.7034464221395675,[4.6221479084831145, 1.7034464221395675],1.003,False,True,14.632768990737222,180,60.1771198586739,241.529,in_progress,0.0
15,58.0,7.641320970318064,1.347669778857803,-77.7261471565153,-30.0,1.6417482196576638,[-30.0, 1.6417482196576638],1.003,False,True,14.943959672081753,181,60.1771198586739,241.611,in_progress,0.0
15,59.0,7.6567298658351595,1.2605963733901469,-74.67721216051345,-8.257981733035272,3.1125061145343773,[-8.257981733035272, 3.1125061145343773],1.003,False,True,15.100374206475376,181,60.1771198586739,241.629,in_progress,0.0
15,60.0,7.665598284251198,1.1996322093618736,-74.11752628201957,8.131475818479117,1.352483419215304,[8.131475818479117, 1.352483419215304],1.003,False,True,15.182160267588552,181,60.1771198586739,241.698,in_progress,0.0
15,61.0,7.696387530426087,1.0675361872744795,-71.63377248304111,0.18771066429889416,2.3109547614193247,[0.18771066429889416, 2.3109547614193247],1.003,False,True,15.350137467294767,182,60.1771198586739,241.703,in_progress,0.0
15,62.0,7.718254968432286,0.9931680590758813,-71.0378347023634,30.0,4.0,[30.0, 4.0],1.003,False,True,15.441088479702502,182,60.1771198586739,241.794,in_progress,0.0
15,63.0,7.770314746624504,0.8722240169004795,-68.47986866384106,-30.0,4.0,[-30.0, 4.0],1.003,False,True,15.576610366362221,182,60.1771198586739,241.901,in_progress,0.0
15,64.0,7.882746013899639,0.6656065572178256,-63.28332094853424,30.0,1.973858071183336,[30.0, 1.973858071183336],1.003,False,True,15.789373881496882,183,60.1771198586739,241.938,in_progress,0.0
15,65.0,7.909133695581092,0.5973823514712381,-65.19321146399643,25.990816752314224,3.9464899193171177,[25.990816752314224, 3.9464899193171177],1.003,False,True,15.868132601695661,183,60.1771198586739,242.018,in_progress,0.0
15,66.0,8.007284717968222,0.3727572684791062,-65.99349993048553,30.0,1.25,[30.0, 1.25],0.004,False,False,16.116676742449897,183,60.1771198586739,242.077,in_progress,0.0
15,67.0,8.019996234028877,0.34980336837854636,-65.37734179222927,30.0,3.4016617908844946,[30.0, 3.4016617908844946],0.004,False,False,16.140066061584758,183,60.1771198586739,242.129,in_progress,0.0
15,68.0,8.189738693355949,0.0761521801474158,-59.038503074868856,30.0,2.112100287368291,[30.0, 2.112100287368291],0.004,True,False,16.404439843858366,184,60.1771198586739,242.206,off_track,0.0
16,1.0,8.330413643160423,6.515279385208682,-28.2722863418349,-25.609117702591796,4.0,[-25.609117702591796, 4.0],0.0,False,True,0.23313814878899164,161,60.1771198586739,242.466,prepare,0.0
16,2.0,8.330390890767234,6.51553992020561,-28.215506284463228,20.739370584798216,2.2506863480264903,[20.739370584798216, 2.2506863480264903],1.003,False,True,0.23289361867587788,161,60.1771198586739,242.493,in_progress,0.0
16,3.0,8.333610072836688,6.513596598591142,-28.325847392175632,-30.0,2.3236291526022015,[-30.0, 2.3236291526022015],1.003,False,True,0.23913896567363535,161,60.1771198586739,242.6,in_progress,0.0
16,4.0,8.352032854719978,6.482626668396794,-32.78466674956526,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.29099606493810937,162,60.1771198586739,242.635,in_progress,0.0
16,5.0,8.373835167880841,6.436163841920796,-39.04102681839252,-26.422704747793585,3.263813590750863,[-26.422704747793585, 3.263813590750863],1.202,False,True,0.3603325885750852,162,60.1771198586739,242.713,in_progress,0.0
16,6.0,8.399029542885263,6.365319798625902,-48.01229892361786,8.071227263488055,2.0531493194176345,[8.071227263488055, 2.0531493194176345],1.202,False,True,0.4543835837790722,162,60.1771198586739,242.795,in_progress,0.0
16,7.0,8.416553731004399,6.312442966167883,-53.91940392694346,-17.461880087834274,3.7735433074769036,[-17.461880087834274, 3.7735433074769036],1.202,False,True,0.5232028812888201,162,60.1771198586739,242.848,in_progress,0.0
16,8.0,8.444819655025807,6.244116292476282,-58.30338003734843,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.6198281986447896,162,60.1771198586739,242.91,in_progress,0.0
16,9.0,8.462945453273147,6.17162601964694,-63.379994362230654,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.7051630517640128,162,60.1771198586739,242.967,in_progress,0.0
16,10.0,8.470836713279809,6.12919365775813,-66.20999610879463,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.7511769673198665,162,60.1771198586739,243.019,in_progress,0.0
16,11.0,8.48439042075711,6.019292470504952,-72.89735146193927,-30.0,3.540614543438461,[-30.0, 3.540614543438461],1.202,False,True,0.860384269410408,163,60.1771198586739,243.088,in_progress,0.0
16,12.0,8.482593244674987,5.8780001390938486,-81.79665922102932,30.0,1.25,[30.0, 1.25],1.003,False,True,1.191957777586783,163,60.1771198586739,243.188,in_progress,0.0
16,13.0,8.473359702445023,5.797254621341363,-87.73395747287472,30.0,2.155693839068744,[30.0, 2.155693839068744],0.004,False,False,1.7371955834732722,164,60.1771198586739,243.287,in_progress,0.0
16,14.0,8.476359049022777,5.685780749166792,-88.53100802598686,30.0,2.006248181353564,[30.0, 2.006248181353564],0.004,False,False,1.9172208238068311,165,60.1771198586739,243.311,in_progress,0.0
16,15.0,8.496721130769364,5.585544325007228,-84.6998337109133,30.0,1.25,[30.0, 1.25],0.004,False,False,2.2145582964708366,165,60.1771198586739,243.356,in_progress,0.0
16,16.0,8.518466343973483,5.510697338253815,-81.21155660440749,30.0,2.234410570979076,[30.0, 2.234410570979076],0.004,False,False,2.342511500434441,166,60.1771198586739,243.417,in_progress,0.0
16,17.0,8.55994581031819,5.406439470963203,-75.91956493580311,16.247335405350498,1.25,[16.247335405350498, 1.25],0.004,False,False,2.5908574557971686,166,60.1771198586739,243.482,in_progress,0.0
16,18.0,8.566144199681704,5.393815187744954,-75.15911595153929,4.1882328179451065,1.4234054890979075,[4.1882328179451065, 1.4234054890979075],0.004,False,False,2.612286893931115,166,60.1771198586739,243.522,in_progress,0.0
16,19.0,8.658724561526938,5.234905865986092,-65.86988558505146,1.9979014530444772,1.8694556850923973,[1.9979014530444772, 1.8694556850923973],0.004,False,False,2.883142866864563,167,60.1771198586739,243.645,in_progress,0.0
16,20.0,8.740119835411024,5.128367039709428,-59.652757957722535,-30.0,4.0,[-30.0, 4.0],1.003,False,True,3.1835573395000094,167,60.1771198586739,243.679,in_progress,0.0
16,21.0,8.785181477064045,5.0741424746177515,-57.08371083494959,-30.0,1.25,[-30.0, 1.25],1.003,False,True,3.259666518520843,168,60.1771198586739,243.79,in_progress,0.0
16,22.0,8.87629274693382,4.926153781201285,-57.999269321548645,-22.49457440427163,1.5163895517176402,[-22.49457440427163, 1.5163895517176402],1.003,False,True,3.537280714668023,168,60.1771198586739,243.832,in_progress,0.0
16,23.0,8.920814196473321,4.8337928525756135,-60.38978903242384,-30.0,2.008230799584039,[-30.0, 2.008230799584039],1.003,False,True,3.647410639586912,168,60.1771198586739,243.897,in_progress,0.0
16,24.0,8.965129486261867,4.706281487758411,-65.39037217193734,-4.295552993766059,1.9355341894565776,[-4.295552993766059, 1.9355341894565776],1.003,False,True,3.811043268875136,169,60.1771198586739,243.953,in_progress,0.0
16,25.0,9.0218472614719,4.506947889855817,-70.77559349001194,-20.993703535237962,4.0,[-20.993703535237962, 4.0],1.003,False,True,4.064609347294724,169,60.1771198586739,244.067,in_progress,0.0
16,26.0,9.057336909874108,4.359290820599862,-74.01527924048813,-19.206423796106833,2.136077993977493,[-19.206423796106833, 2.136077993977493],1.003,False,True,4.258388785120726,170,60.1771198586739,244.108,in_progress,0.0
16,27.0,9.074330223197407,4.1806414734558945,-80.27953085154815,30.0,1.25,[30.0, 1.25],1.003,False,True,4.509498923328669,170,60.1771198586739,244.23,in_progress,0.0
16,28.0,9.080376665167812,4.060521663738606,-83.59113769577473,30.0,1.25,[30.0, 1.25],1.003,False,True,4.683545670283296,170,60.1771198586739,244.328,in_progress,0.0
16,29.0,9.091173004470976,3.9613864850554084,-83.87893493470081,20.76703923661249,2.4614672526510173,[20.76703923661249, 2.4614672526510173],1.003,False,True,4.822872223931441,171,60.1771198586739,244.345,in_progress,0.0
16,30.0,9.107336361344371,3.861284544102338,-82.65640249206632,30.0,4.0,[30.0, 4.0],0.004,False,False,4.9596474217017406,171,60.1771198586739,244.454,in_progress,0.0
16,31.0,9.163858565925821,3.6770903818453293,-76.4570117577907,30.0,1.25,[30.0, 1.25],0.004,False,False,5.192000483415892,171,60.1771198586739,244.53,in_progress,0.0
16,32.0,9.238833203897826,3.521128066532777,-68.20729890016015,30.0,4.0,[30.0, 4.0],0.004,True,False,5.368220734346063,172,60.1771198586739,244.584,off_track,0.0
17,1.0,8.565020396105105,3.9482028330996894,-116.52439116972702,-22.249825716564835,1.93187976575609,[-22.249825716564835, 1.93187976575609],0.0,False,True,0.23345871480652258,171,60.1771198586739,244.874,prepare,0.0
17,2.0,8.565259921713698,3.948629502584179,-116.53279053446838,-4.860097612459516,3.459660429964919,[-4.860097612459516, 3.459660429964919],1.003,False,True,0.23264656123255234,171,60.1771198586739,244.972,in_progress,0.0
17,3.0,8.561698833948707,3.940939998089961,-116.50320759846474,0.2106762680580836,3.5419241118549865,[0.2106762680580836, 3.5419241118549865],1.003,False,True,0.2467223599780577,172,60.1771198586739,244.994,in_progress,0.0
17,4.0,8.54851580393913,3.916983936793846,-116.83124980348488,-6.6942604188264525,2.260310153335496,[-6.6942604188264525, 2.260310153335496],1.202,False,True,0.29212495110348957,172,60.1771198586739,245.055,in_progress,0.0
17,5.0,8.523207272111543,3.8759714809216725,-117.7658025316833,-19.766110438803974,1.25,[-19.766110438803974, 1.25],1.202,False,True,0.3718870753579795,172,60.1771198586739,245.133,in_progress,0.0
17,6.0,8.50668202376104,3.8546683325124507,-118.81685418605075,-30.0,1.25,[-30.0, 1.25],1.202,False,True,0.4158264808078127,172,60.1771198586739,245.183,in_progress,0.0
17,7.0,8.459719628669776,3.8096720155890216,-123.26254566281122,1.6924560489454343,4.0,[1.6924560489454343, 4.0],1.202,False,True,0.5173318859934328,172,60.1771198586739,245.236,in_progress,0.0
17,8.0,8.41927259145323,3.779202426346475,-127.3991705886188,-19.903543870968218,4.0,[-19.903543870968218, 4.0],1.202,False,True,0.5924793531280725,172,60.1771198586739,245.284,in_progress,0.0
17,9.0,8.357933068059683,3.7308174722271925,-131.8524206393077,30.0,1.958264621136524,[30.0, 1.958264621136524],1.202,False,True,0.7096871085831902,172,60.1771198586739,245.35,in_progress,0.0
17,10.0,8.32804820321475,3.707035902937353,-133.8440520103824,30.0,2.8397660427785727,[30.0, 2.8397660427785727],1.202,False,True,0.7671015029513062,173,60.1771198586739,245.462,in_progress,0.0
17,11.0,8.23504748817968,3.588228516282481,-130.63332297885614,30.0,4.0,[30.0, 4.0],1.202,False,True,1.0105785923942623,173,60.1771198586739,245.49,in_progress,0.0
17,12.0,8.188368985169006,3.4861265389105216,-123.85382070319964,30.0,2.9160897242032204,[30.0, 2.9160897242032204],1.202,False,True,1.19709742565568,173,60.1771198586739,245.559,in_progress,0.0
17,13.0,8.158084635127706,3.3845107093050513,-116.89530364752638,30.0,3.201037268508688,[30.0, 3.201037268508688],1.202,False,True,1.3710460677096137,174,60.1771198586739,245.619,in_progress,0.0
17,14.0,8.140480885734869,3.2868031179168464,-110.33150135290873,-30.0,2.991211534688535,[-30.0, 2.991211534688535],1.202,False,True,1.5280635134181098,174,60.1771198586739,245.738,in_progress,0.0
17,15.0,8.101285405740173,3.0938923720390274,-103.10878445489011,-13.3025999817729,3.5514830764701726,[-13.3025999817729, 3.5514830764701726],1.202,False,True,1.8460834917892632,175,60.1771198586739,245.773,in_progress,0.0
17,16.0,8.035617707011891,2.914976394925209,-107.1606637601386,-4.999067506099163,1.25,[-4.999067506099163, 1.25],1.202,False,True,2.1591837475759657,175,60.1771198586739,245.833,in_progress,0.0
17,17.0,7.992849701885648,2.8219252772010504,-110.7593501262234,30.0,1.9934034557024005,[30.0, 1.9934034557024005],1.202,False,True,2.329210171940066,176,60.1771198586739,245.891,in_progress,0.0
17,18.0,7.935024208577111,2.6980650664132693,-114.55844822160725,0.9010505709358512,1.25,[0.9010505709358512, 1.25],1.202,False,True,2.530071931136091,176,60.1771198586739,245.952,in_progress,0.0
17,19.0,7.88860531313362,2.580575997168612,-114.33172986874027,8.355674194490739,4.0,[8.355674194490739, 4.0],1.202,False,True,2.730241861647842,176,60.1771198586739,246.046,in_progress,0.0
17,20.0,7.800624288948006,2.368332734001881,-112.91261271786513,30.0,2.3813753450976867,[30.0, 2.3813753450976867],1.202,False,True,3.0756951985571046,177,60.1771198586739,246.114,in_progress,0.0
17,21.0,7.782865350533845,2.318378068740694,-112.21286710116341,30.0,1.25,[30.0, 1.25],1.202,False,True,3.158999890976777,177,60.1771198586739,246.217,in_progress,0.0
17,22.0,7.716785589052819,2.044599179468482,-105.1439643891748,30.0,3.2032567012823443,[30.0, 3.2032567012823443],1.202,False,True,3.6087234509961874,178,60.1771198586739,246.288,in_progress,0.0
17,23.0,7.704369647490619,1.9282110021266916,-101.11291418706072,12.815411116853028,1.8547629621293469,[12.815411116853028, 1.8547629621293469],1.202,False,True,3.8020226376284882,179,60.1771198586739,246.35,in_progress,0.0
17,24.0,7.706136992825155,1.8259113166684378,-95.89823465794184,-29.13470807261853,3.5218223749690942,[-29.13470807261853, 3.5218223749690942],1.202,False,True,3.972033279116549,179,60.1771198586739,246.386,in_progress,0.0
17,25.0,7.684566701985512,1.5476743454411022,-95.91505413100589,20.962481005674917,2.5595858692594824,[20.962481005674917, 2.5595858692594824],1.202,False,True,4.609156804672853,180,60.1771198586739,246.515,in_progress,0.0
17,26.0,7.6697986434398215,1.489748667422298,-98.24720434390727,16.023628976315607,4.0,[16.023628976315607, 4.0],1.202,False,True,4.707535661266949,180,60.1771198586739,246.546,in_progress,0.0
17,27.0,7.635052770089937,1.315546883426292,-99.93369829016808,-30.0,3.0011952330987124,[-30.0, 3.0011952330987124],1.202,False,True,5.037574918043342,181,60.1771198586739,246.615,in_progress,0.0
17,28.0,7.632281314302846,1.2933733732564463,-99.53236011197349,-30.0,1.8370616520974319,[-30.0, 1.8370616520974319],1.202,False,True,5.0721071673116676,181,60.1771198586739,246.679,in_progress,0.0
17,29.0,7.566812304408173,0.9927423851061222,-102.09430277995367,3.7866011462316536,2.5051643409441278,[3.7866011462316536, 2.5051643409441278],1.202,False,True,5.561763117143825,182,60.1771198586739,246.758,in_progress,0.0
17,30.0,7.490418738506639,0.7307320617469163,-105.26369255522897,-13.942514226046974,3.1308409878039054,[-13.942514226046974, 3.1308409878039054],1.202,False,True,6.005226163496591,183,60.1771198586739,246.878,in_progress,0.0
17,31.0,7.44446216064339,0.5962525983285277,-107.17130854719771,-12.289743151528857,4.0,[-12.289743151528857, 4.0],1.202,False,True,6.2380008007173355,183,60.1771198586739,247.001,in_progress,0.0
17,32.0,7.3485404608699625,0.3915083940407496,-112.85444096815468,-30.0,4.0,[-30.0, 4.0],1.202,False,True,6.613093892269362,184,60.1771198586739,247.024,in_progress,0.0
17,33.0,7.264289911707809,0.25063356277499915,-117.9085533161346,-1.3515185210355796,2.797093167583653,[-1.3515185210355796, 2.797093167583653],1.202,False,True,6.885661953644362,185,60.1771198586739,247.082,in_progress,0.0
17,34.0,7.158825345247868,0.09966172948766651,-124.05581334835895,30.0,4.0,[30.0, 4.0],1.202,False,True,7.189988126632596,185,60.1771198586739,247.146,in_progress,0.0
17,35.0,7.028118204423198,-0.10315628741844442,-124.99769830321172,-15.109201417025236,2.4928845390371466,[-15.109201417025236, 2.4928845390371466],1.202,False,True,7.5901262879567994,186,60.1771198586739,247.229,in_progress,0.0
17,36.0,6.922598880106165,-0.2907386873741636,-121.3732436555626,30.0,1.6307947079177052,[30.0, 1.6307947079177052],1.202,False,True,7.947763168526311,187,60.1771198586739,247.303,in_progress,0.0
17,37.0,6.809690159291344,-0.4793095445478845,-120.89122734101662,30.0,1.25,[30.0, 1.25],1.202,False,True,8.312965292645824,188,60.1771198586739,247.387,in_progress,0.0
